"Istituto Principale";Scuola;"Tipo Istituto";"Tipo Gestione";Dirigente;Direttore;"Coordinatore Pedagogico";Indirizzo;Comune;Telefono;Fax;"Email istituto";"Email dirigenza";"Email segreteria";"Sito web";"Codice MIUR"
"ISTITUTO COMPRENSIVO ROVERETO NORD";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"DANIELA DEPENTORI";;;"Corso Bettini, 67 38068";ROVERETO;0464/420759;0464/480415;ic.roveretonord@pec.provincia.tn.it;dir.ic.roveretonord@scuole.provincia.tn.it;segr.ic.roveretonord@scuole.provincia.tn.it;www.icroveretonord.it;TNIC859006
"ISTITUTO COMPRENSIVO ROVERETO NORD";"SCUOLA PRIMARIA ""D. CHIESA"" NORIGLIO";;"A carattere statale/provinciale";"DANIELA DEPENTORI";;;"Via Romani,  42/1 38068";ROVERETO;0464/420759;0464/480415;ic.roveretonord@pec.provincia.tn.it;dir.ic.roveretonord@scuole.provincia.tn.it;segr.ic.roveretonord@scuole.provincia.tn.it;www.icroveretonord.it;TNEE85905C
"ISTITUTO COMPRENSIVO ROVERETO NORD";"SCUOLA PRIMARIA ""M. K. GANDHI"" ROVERETO";;"A carattere statale/provinciale";"DANIELA DEPENTORI";;;"Via Puccini, 22 38068";ROVERETO;0464/420759;0464/480415;ic.roveretonord@pec.provincia.tn.it;dir.ic.roveretonord@scuole.provincia.tn.it;segr.ic.roveretonord@scuole.provincia.tn.it;www.icroveretonord.it;TNEE85903A
"ISTITUTO COMPRENSIVO ROVERETO NORD";"SCUOLA SECONDARIA DI PRIMO GRADO ""L. NEGRELLI"" ROVERETO";;"A carattere statale/provinciale";"DANIELA DEPENTORI";;;"Corso Bettini, 67 38068";ROVERETO;0464/420759;0464/480415;ic.roveretonord@pec.provincia.tn.it;dir.ic.roveretonord@scuole.provincia.tn.it;segr.ic.roveretonord@scuole.provincia.tn.it;www.icroveretonord.it;TNMM859017
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Via Roma - Strigno, 14 38059";"CASTEL IVANO";0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;www.icstrignoetesino.it;TNIC80100E
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";"SCUOLA PRIMARIA ""A. DEGASPERI"" PIEVE TESINO";;"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Via Brigata Abruzzi, 6 38050";"PIEVE TESINO";0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;www.icstrignoetesino.it;TNEE80102N
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";"SCUOLA PRIMARIA OSPEDALETTO";;"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Via Roma, 52 38050";OSPEDALETTO;0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;www.icstrignoetesino.it;TNEE80108X
"ISTITUTO COMPRENSIVO STRIGNO E TESINO";"SCUOLA PRIMARIA SAMONE";;"A carattere statale/provinciale";"GIULIANA SIGHEL";;;"Via delle Praele, 21 38059";SAMONE;0461/762046;0461/763409;ic.strignotesino@pec.provincia.tn.it;dir.ic.strignoetesino@scuole.provincia.tn.it;segr.ic.strignoetesino@scuole.provincia.tn.it;www.icstrignoetesino.it;TNEE80104Q
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA PRIMARIA ""PADRE A. STEFENELLI"" FONDO";;"A carattere statale/provinciale";"ROBERTA GAMBARO";;;"Piazza Don Stefenelli - Fondo, 2 38020";"BORGO D'ANAUNIA";0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;www.icfondorevo.it;TNEE82804Q
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA PRIMARIA ""Stefano Zuech"" BREZ";;"A carattere statale/provinciale";"ROBERTA GAMBARO";;;"Via Nigaiola - Brez, 1 38028";NOVELLA;0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;www.icfondorevo.it;TNEE82808X
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA PRIMARIA CASTELFONDO";;"A carattere statale/provinciale";"ROBERTA GAMBARO";;;"Via Madonna Pellegrina, 5 38020";"BORGO D'ANAUNIA";0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;www.icfondorevo.it;TNEE82801L
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA PRIMARIA SANZENO";;"A carattere statale/provinciale";"ROBERTA GAMBARO";;;"Frazione Banco, 98 38010";SANZENO;0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;www.icfondorevo.it;TNEE828103
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA PRIMARIA SARNONICO";;"A carattere statale/provinciale";"ROBERTA GAMBARO";;;"Via Manzoni, 7 38011";SARNONICO;0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;www.icfondorevo.it;TNEE82807V
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA SECONDARIA DI PRIMO GRADO ""C.A. Martini"" REVO'";;"A carattere statale/provinciale";"ROBERTA GAMBARO";;;"Via Canestrini, 7 38028";NOVELLA;0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;www.icfondorevo.it;TNMM82802L
"ISTITUTO COMPRENSIVO FONDO - REVO'";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. B. LAMPI"" FONDO";;"A carattere statale/provinciale";"ROBERTA GAMBARO";;;"Via Laviosa Zambotti - Fondo, 24 38020";"BORGO D'ANAUNIA";0463/831134;0463/831746;ic.fondo@pec.provincia.tn.it;dir.ic.fondo@scuole.provincia.tn.it;segr.ic.fondo@scuole.provincia.tn.it;www.icfondorevo.it;TNMM82803N
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"RENATO PAOLI";;;"Via S Giovanni Bosco - Ponte Arche - Bleggio Inferiore, 14 38070";"COMANO TERME";0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;www.giudicariescuola.it;TNIC837009
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";"SCUOLA PRIMARIA ""G. GRAFFER"" STENICO";;"A carattere statale/provinciale";"RENATO PAOLI";;;"Via Risorgimento, 11/A 38070";STENICO;0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;www.giudicariescuola.it;TNEE83706L
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";"SCUOLA PRIMARIA ""SAN G. BOSCO"" S.LORENZO IN BANALE";;"A carattere statale/provinciale";"RENATO PAOLI";;;"Via di Prato - San Lorenzo, 15/A 38078";"SAN LORENZO DORSINO";0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;www.giudicariescuola.it;TNEE83705G
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";"SCUOLA PRIMARIA CAMPO LOMASO";;"A carattere statale/provinciale";"RENATO PAOLI";;;"Frazione Campo Lomaso - Lomaso,  1 38070";"COMANO TERME";0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;www.giudicariescuola.it;TNEE83704E
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";"SCUOLA PRIMARIA FIAVE'";;"A carattere statale/provinciale";"RENATO PAOLI";;;"Via De Gasperi,   38075";FIAVE';0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;www.giudicariescuola.it;TNEE83703D
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";"SCUOLA PRIMARIA RANGO BLEGGIO SUPERIORE";;"A carattere statale/provinciale";"RENATO PAOLI";;;"Frazione Rango,   38071";"BLEGGIO SUPERIORE";0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;www.giudicariescuola.it;TNEE83702C
"ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. PRATI"" PONTE ARCHE";;"A carattere statale/provinciale";"RENATO PAOLI";;;"Via S Giovanni Bosco - Ponte Arche - Bleggio Inferiore, 14 38070";"COMANO TERME";0465/701472;0465/702452;ic.giudicarieesteriori@pec.provincia.tn.it;dir.ic.pontearche@scuole.provincia.tn.it;segr.ic.pontearche@scuole.provincia.tn.it;www.giudicariescuola.it;TNMM83701A
"ISTITUTO COMPRENSIVO LAVIS";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"FRANCESCA LASARACINA";;;"Via Sette, 13 38015";LAVIS;0461/246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;www.iclavis.it;TNIC825003
"ISTITUTO COMPRENSIVO LAVIS";"SCUOLA PRIMARIA ""A. FRANK"" ZAMBANA";;"A carattere statale/provinciale";"FRANCESCA LASARACINA";;;"Piazza SS Filippo e Giacomo, 1 38010";"TERRE D'ADIGE";0461/246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;www.iclavis.it;TNEE825037
"ISTITUTO COMPRENSIVO LAVIS";"SCUOLA PRIMARIA ""DON G. GRAZIOLI"" LAVIS";;"A carattere statale/provinciale";"FRANCESCA LASARACINA";;;"Via Degasperi, 18 38015";LAVIS;0461/246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;www.iclavis.it;TNEE825015
"ISTITUTO COMPRENSIVO LAVIS";"SCUOLA PRIMARIA PRESSANO LAVIS";;"A carattere statale/provinciale";"FRANCESCA LASARACINA";;;"Via Pilati, 31 38015";LAVIS;0461/246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;www.iclavis.it;TNEE825026
"ISTITUTO COMPRENSIVO LAVIS";"SCUOLA SECONDARIA DI PRIMO GRADO ""A. STAINER"" LAVIS";;"A carattere statale/provinciale";"FRANCESCA LASARACINA";;;"Via Sette, 13/A 38015";LAVIS;0461/246535;0461/242955;ic.lavis@pec.provincia.tn.it;dir.ic.lavis@scuole.provincia.tn.it;segr.ic.lavis@scuole.provincia.tn.it;www.iclavis.it;TNMM825014
"ISTITUTO COMPRENSIVO LEVICO TERME";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"EZIO MONTIBELLER";;;"Via della Pace, 5 38056";"LEVICO TERME";0461/706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;www.iclevico.eu;TNIC81800X
"ISTITUTO COMPRENSIVO LEVICO TERME";"SCUOLA PRIMARIA ""C. CHIESA"" CALDONAZZO";;"A carattere statale/provinciale";"EZIO MONTIBELLER";;;"Via Asilo, 3 38052";CALDONAZZO;0461/706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;www.iclevico.eu;TNEE818023
"ISTITUTO COMPRENSIVO LEVICO TERME";"SCUOLA PRIMARIA ""PADRE B. MARTINELLI"" CALCERANICA AL LAGO";;"A carattere statale/provinciale";"EZIO MONTIBELLER";;;"Via della Scuola, 2 38050";"CALCERANICA AL LAGO";0461/706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;www.iclevico.eu;TNEE818012
"ISTITUTO COMPRENSIVO LEVICO TERME";"SCUOLA PRIMARIA LEVICO TERME";;"A carattere statale/provinciale";"EZIO MONTIBELLER";;;"Via della Pace, 5 38056";"LEVICO TERME";0461/706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;www.iclevico.eu;TNEE818034
"ISTITUTO COMPRENSIVO LEVICO TERME";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. B. DE GASPARIS"" LEVICO TERME";;"A carattere statale/provinciale";"EZIO MONTIBELLER";;;"Via della Pace, 5 38056";"LEVICO TERME";0461/706146;0461/706099;ic.levicoterme@pec.provincia.tn.it;dir.ic.levico@scuole.provincia.tn.it;segr.ic.levico@scuole.provincia.tn.it;www.iclevico.eu;TNMM818011
"ISTITUTO COMPRENSIVO MEZZOCORONA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PAOLA SIGMUND";;;"Via Fornai, 1 38016";MEZZOCORONA;0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;www.icmezzocorona.it;TNIC82300B
"ISTITUTO COMPRENSIVO MEZZOCORONA";"SCUOLA PRIMARIA ""A. DEGASPERI"" MEZZOCORONA";;"A carattere statale/provinciale";"PAOLA SIGMUND";;;"Via Dante, 9 38016";MEZZOCORONA;0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;www.icmezzocorona.it;TNEE82304L
"ISTITUTO COMPRENSIVO MEZZOCORONA";"SCUOLA PRIMARIA ""F. BIASI"" S.MICHELE ALL'ADIGE";;"A carattere statale/provinciale";"PAOLA SIGMUND";;;"Via Biasi, 1 38010";"SAN MICHELE ALL'ADIGE";0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;www.icmezzocorona.it;TNEE82302E
"ISTITUTO COMPRENSIVO MEZZOCORONA";"SCUOLA PRIMARIA ""F.LLI BRONZETTI"" ROVERE' DELLA LUNA";;"A carattere statale/provinciale";"PAOLA SIGMUND";;;"Via Rosmini, 5/A 38030";"ROVERE' DELLA LUNA";0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;www.icmezzocorona.it;TNEE82305N
"ISTITUTO COMPRENSIVO MEZZOCORONA";"SCUOLA PRIMARIA GRUMO";;"A carattere statale/provinciale";"PAOLA SIGMUND";;;"Via Marconi, 65 38010";"SAN MICHELE ALL'ADIGE";0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;www.icmezzocorona.it;TNEE82301D
"ISTITUTO COMPRENSIVO MEZZOCORONA";"SCUOLA SECONDARIA DI PRIMO GRADO ""E. CHINI"" MEZZOCORONA";;"A carattere statale/provinciale";"PAOLA SIGMUND";;;"Via Dante, 9 38016";MEZZOCORONA;0461/605409;0461/605142;ic.mezzocorona@pec.provincia.tn.it;dir.ic.mezzocorona@scuole.provincia.tn.it;segr.ic.mezzocorona@scuole.provincia.tn.it;www.icmezzocorona.it;TNMM82301C
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"CINZIA CASNA";;;"Via Degli Alpini, 17 38017";MEZZOLOMBARDO;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;www.icmezzolombardopaganella.it;TNIC824007
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA PRIMARIA ""C. DARWIN"" MEZZOLOMBARDO";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Via Filos, 3 38017";MEZZOLOMBARDO;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;www.icmezzolombardopaganella.it;TNEE824019
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA PRIMARIA ""Don L. Rossi"" FAI DELLA PAGANELLA";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Via Villa, 21 38010";"FAI DELLA PAGANELLA";0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;www.icmezzolombardopaganella.it;TNEE82405D
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA PRIMARIA ""San G. Bosco"" SPORMAGGIORE";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Via Alt Spaur, 5 38010";SPORMAGGIORE;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;www.icmezzolombardopaganella.it;TNEE82408L
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA PRIMARIA ANDALO";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Piazza S Vito, 1 38010";ANDALO;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;www.icmezzolombardopaganella.it;TNEE82406E
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA PRIMARIA NAVE SAN ROCCO";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Piazza S Rocco, 15 38010";"TERRE D'ADIGE";0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;www.icmezzolombardopaganella.it;TNEE82403B
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA SECONDARIA DI PRIMO GRADO ""A. ECCHER DALL'ECO"" MEZZOLOMBARDO";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Via Degli Alpini, 17 38017";MEZZOLOMBARDO;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;www.icmezzolombardopaganella.it;TNMM824018
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA SECONDARIA DI PRIMO GRADO ""C. Battisti"" ANDALO";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Piazza S Vito, 1 38010";ANDALO;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;www.icmezzolombardopaganella.it;TNMM82403A
"ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA";"SCUOLA SECONDARIA DI PRIMO GRADO SPORMAGGIORE";;"A carattere statale/provinciale";"CINZIA CASNA";;;"Via Alt Spaur, 5 38010";SPORMAGGIORE;0461/601125;0461/601125;ic.mezzolombardo@pec.provincia.tn.it;dir.ic.mezzolombardo@scuole.provincia.tn.it;segr.ic.mezzolombardo@scuole.provincia.tn.it;www.icmezzolombardopaganella.it;TNMM82404B
"ISTITUTO COMPRENSIVO ARCO";"SCUOLA PRIMARIA BOLOGNANO";;"A carattere statale/provinciale";"CLAUDIA TERRANOVA";;;"Viale Stazione, 2 38062";ARCO;0464/518610;0464/517064;ic.arco@pec.provincia.tn.it;dir.ic.arco@scuole.provincia.tn.it;segr.ic.arco@scuole.provincia.tn.it;www.icarco.edu.it;TNEE840017
"ISTITUTO COMPRENSIVO ARCO";"SCUOLA PRIMARIA MASSONE";;"A carattere statale/provinciale";"CLAUDIA TERRANOVA";;;"Via Maffei - San Martino, 2 38062";ARCO;0464/516679;0464/517064;ic.arco@pec.provincia.tn.it;dir.ic.arco@scuole.provincia.tn.it;segr.ic.arco@scuole.provincia.tn.it;www.icarco.edu.it;TNEE840028
"ISTITUTO COMPRENSIVO ARCO";"SCUOLA PRIMARIA ROMARZOLLO";;"A carattere statale/provinciale";"CLAUDIA TERRANOVA";;;"Via Fossa, 8 38062";ARCO;0464/516187;0464/517064;ic.arco@pec.provincia.tn.it;dir.ic.arco@scuole.provincia.tn.it;segr.ic.arco@scuole.provincia.tn.it;www.icarco.edu.it;TNEE84004A
"ISTITUTO COMPRENSIVO ARCO";"SCUOLA SECONDARIA DI PRIMO GRADO ""N. D'ARCO"" ARCO";;"A carattere statale/provinciale";"CLAUDIA TERRANOVA";;;"Localita Prabi,   38062";ARCO;0464/516429;0464/517064;ic.arco@pec.provincia.tn.it;dir.ic.arco@scuole.provincia.tn.it;segr.ic.arco@scuole.provincia.tn.it;www.icarco.edu.it;TNMM840016
"ISTITUTO COMPRENSIVO AVIO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"VITO ROVIGO";;;"Viale Degasperi, 69 38063";AVIO;0464/684029;0464/687570;ic.avio@pec.provincia.tn.it;dir.ic.avio@scuole.provincia.tn.it;segr.ic.avio@scuole.provincia.tn.it;www.istitutoavio.it;TNIC84700X
"ISTITUTO COMPRENSIVO AVIO";"SCUOLA PRIMARIA AVIO";;"A carattere statale/provinciale";"VITO ROVIGO";;;"Via Perotti, 47 38063";AVIO;0464/684117;0464/687570;ic.avio@pec.provincia.tn.it;dir.ic.avio@scuole.provincia.tn.it;segr.ic.avio@scuole.provincia.tn.it;www.istitutoavio.it;TNEE847012
"ISTITUTO COMPRENSIVO AVIO";"SCUOLA PRIMARIA SABBIONARA DI AVIO";;"A carattere statale/provinciale";"VITO ROVIGO";;;"Piazza Conciliazione,  1 38063";AVIO;0464/684067;0464/687570;ic.avio@pec.provincia.tn.it;dir.ic.avio@scuole.provincia.tn.it;segr.ic.avio@scuole.provincia.tn.it;www.istitutoavio.it;TNEE847023
"ISTITUTO COMPRENSIVO AVIO";"SCUOLA SECONDARIA DI PRIMO GRADO ""D. ALIGHIERI"" AVIO";;"A carattere statale/provinciale";"VITO ROVIGO";;;"Viale Degasperi, 69 38063";AVIO;0464/684029;0464/687570;ic.avio@pec.provincia.tn.it;dir.ic.avio@scuole.provincia.tn.it;segr.ic.avio@scuole.provincia.tn.it;www.istitutoavio.it;TNMM847011
"ISTITUTO COMPRENSIVO BASSA VAL DI SOLE ""G. Ciccolini""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PASQUA CINZIA SALOMONE";;;"Via Taddei De Mauris, 4 38027";MALE';0463/901237;0463/902866;ic.bassavaldisole@pec.provincia.tn.it;dir.ciccolini.male@scuole.provincia.tn.it;segr.ciccolini.male@scuole.provincia.tn.it;www.icbassavaldisole.it;TNIC833002
"ISTITUTO COMPRENSIVO BASSA VAL DI SOLE ""G. Ciccolini""";"SCUOLA PRIMARIA ""B. PEZZEN"" CROVIANA";;"A carattere statale/provinciale";"PASQUA CINZIA SALOMONE";;;"Via delle Scuole, 25 38027";CROVIANA;0463/901237;0463/902866;ic.bassavaldisole@pec.provincia.tn.it;dir.ciccolini.male@scuole.provincia.tn.it;segr.ciccolini.male@scuole.provincia.tn.it;www.icbassavaldisole.it;TNEE833036
"ISTITUTO COMPRENSIVO BASSA VAL DI SOLE ""G. Ciccolini""";"SCUOLA PRIMARIA ""C. CRISTOFORETTI"" MALE'";;"A carattere statale/provinciale";"PASQUA CINZIA SALOMONE";;;"Via Alla Croce, 17 38027";MALE';0463/901237;0463/902866;ic.bassavaldisole@pec.provincia.tn.it;dir.ciccolini.male@scuole.provincia.tn.it;segr.ciccolini.male@scuole.provincia.tn.it;www.icbassavaldisole.it;TNEE833058
"ISTITUTO COMPRENSIVO BASSA VAL DI SOLE ""G. Ciccolini""";"SCUOLA PRIMARIA CALDES";;"A carattere statale/provinciale";"PASQUA CINZIA SALOMONE";;;"Via Al Castello, 26 38022";CALDES;0463/901237;0463/902866;ic.bassavaldisole@pec.provincia.tn.it;dir.ciccolini.male@scuole.provincia.tn.it;segr.ciccolini.male@scuole.provincia.tn.it;www.icbassavaldisole.it;TNEE833014
"ISTITUTO COMPRENSIVO BASSA VAL DI SOLE ""G. Ciccolini""";"SCUOLA PRIMARIA DIMARO";;"A carattere statale/provinciale";"PASQUA CINZIA SALOMONE";;;"Piazza Madonna Della Pace - Dimaro, 14 38025";"DIMARO FOLGARIDA";0463/901237;0463/902866;ic.bassavaldisole@pec.provincia.tn.it;dir.ciccolini.male@scuole.provincia.tn.it;segr.ciccolini.male@scuole.provincia.tn.it;www.icbassavaldisole.it;TNEE833047
"ISTITUTO COMPRENSIVO BASSA VAL DI SOLE ""G. Ciccolini""";"SCUOLA PRIMARIA S.BERNARDO RABBI";;"A carattere statale/provinciale";"PASQUA CINZIA SALOMONE";;;"Frazione San Bernardo,   38020";RABBI;0463/901237;0463/902866;ic.bassavaldisole@pec.provincia.tn.it;dir.ciccolini.male@scuole.provincia.tn.it;segr.ciccolini.male@scuole.provincia.tn.it;www.icbassavaldisole.it;TNEE83307A
"ISTITUTO COMPRENSIVO BASSA VAL DI SOLE ""G. Ciccolini""";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. CICCOLINI"" MALE'";;"A carattere statale/provinciale";"PASQUA CINZIA SALOMONE";;;"Via Taddei De Mauris, 4 38027";MALE';0463/901237;0463/902866;ic.bassavaldisole@pec.provincia.tn.it;dir.ciccolini.male@scuole.provincia.tn.it;segr.ciccolini.male@scuole.provincia.tn.it;www.icbassavaldisole.it;TNMM833013
"ISTITUTO COMPRENSIVO BORGO VALSUGANA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"LUIGI VITULLO";;;"Via Spagolla, 1 38051";"BORGO VALSUGANA";0461/753179;0461/754131;ic.borgovalsugana@pec.provincia.tn.it;dir.ic.borgovalsugana@scuole.provincia.tn.it;segr.ic.borgovalsugana@scuole.provincia.tn.it;www.icborgovalsugana.gov.it;TNIC812001
